"행정구역","2020년_계_총인구수","2020년_계_연령구간인구수","2020년_계_0~9세","2020년_계_10~19세","2020년_계_20~29세","2020년_계_30~39세","2020년_계_40~49세","2020년_계_50~59세","2020년_계_60~69세","2020년_계_70~79세","2020년_계_80~89세","2020년_계_90~99세","2020년_계_100세 이상","2020년_남_총인구수","2020년_남_연령구간인구수","2020년_남_0~9세","2020년_남_10~19세","2020년_남_20~29세","2020년_남_30~39세","2020년_남_40~49세","2020년_남_50~59세","2020년_남_60~69세","2020년_남_70~79세","2020년_남_80~89세","2020년_남_90~99세","2020년_남_100세 이상","2020년_여_총인구수","2020년_여_연령구간인구수","2020년_여_0~9세","2020년_여_10~19세","2020년_여_20~29세","2020년_여_30~39세","2020년_여_40~49세","2020년_여_50~59세","2020년_여_60~69세","2020년_여_70~79세","2020년_여_80~89세","2020년_여_90~99세","2020년_여_100세 이상","2021년_계_총인구수","2021년_계_연령구간인구수","2021년_계_0~9세","2021년_계_10~19세","2021년_계_20~29세","2021년_계_30~39세","2021년_계_40~49세","2021년_계_50~59세","2021년_계_60~69세","2021년_계_70~79세","2021년_계_80~89세","2021년_계_90~99세","2021년_계_100세 이상","2021년_남_총인구수","2021년_남_연령구간인구수","2021년_남_0~9세","2021년_남_10~19세","2021년_남_20~29세","2021년_남_30~39세","2021년_남_40~49세","2021년_남_50~59세","2021년_남_60~69세","2021년_남_70~79세","2021년_남_80~89세","2021년_남_90~99세","2021년_남_100세 이상","2021년_여_총인구수","2021년_여_연령구간인구수","2021년_여_0~9세","2021년_여_10~19세","2021년_여_20~29세","2021년_여_30~39세","2021년_여_40~49세","2021년_여_50~59세","2021년_여_60~69세","2021년_여_70~79세","2021년_여_80~89세","2021년_여_90~99세","2021년_여_100세 이상","2022년_계_총인구수","2022년_계_연령구간인구수","2022년_계_0~9세","2022년_계_10~19세","2022년_계_20~29세","2022년_계_30~39세","2022년_계_40~49세","2022년_계_50~59세","2022년_계_60~69세","2022년_계_70~79세","2022년_계_80~89세","2022년_계_90~99세","2022년_계_100세 이상","2022년_남_총인구수","2022년_남_연령구간인구수","2022년_남_0~9세","2022년_남_10~19세","2022년_남_20~29세","2022년_남_30~39세","2022년_남_40~49세","2022년_남_50~59세","2022년_남_60~69세","2022년_남_70~79세","2022년_남_80~89세","2022년_남_90~99세","2022년_남_100세 이상","2022년_여_총인구수","2022년_여_연령구간인구수","2022년_여_0~9세","2022년_여_10~19세","2022년_여_20~29세","2022년_여_30~39세","2022년_여_40~49세","2022년_여_50~59세","2022년_여_60~69세","2022년_여_70~79세","2022년_여_80~89세","2022년_여_90~99세","2022년_여_100세 이상","2023년_계_총인구수","2023년_계_연령구간인구수","2023년_계_0~9세","2023년_계_10~19세","2023년_계_20~29세","2023년_계_30~39세","2023년_계_40~49세","2023년_계_50~59세","2023년_계_60~69세","2023년_계_70~79세","2023년_계_80~89세","2023년_계_90~99세","2023년_계_100세 이상","2023년_남_총인구수","2023년_남_연령구간인구수","2023년_남_0~9세","2023년_남_10~19세","2023년_남_20~29세","2023년_남_30~39세","2023년_남_40~49세","2023년_남_50~59세","2023년_남_60~69세","2023년_남_70~79세","2023년_남_80~89세","2023년_남_90~99세","2023년_남_100세 이상","2023년_여_총인구수","2023년_여_연령구간인구수","2023년_여_0~9세","2023년_여_10~19세","2023년_여_20~29세","2023년_여_30~39세","2023년_여_40~49세","2023년_여_50~59세","2023년_여_60~69세","2023년_여_70~79세","2023년_여_80~89세","2023년_여_90~99세","2023년_여_100세 이상","2024년_계_총인구수","2024년_계_연령구간인구수","2024년_계_0~9세","2024년_계_10~19세","2024년_계_20~29세","2024년_계_30~39세","2024년_계_40~49세","2024년_계_50~59세","2024년_계_60~69세","2024년_계_70~79세","2024년_계_80~89세","2024년_계_90~99세","2024년_계_100세 이상","2024년_남_총인구수","2024년_남_연령구간인구수","2024년_남_0~9세","2024년_남_10~19세","2024년_남_20~29세","2024년_남_30~39세","2024년_남_40~49세","2024년_남_50~59세","2024년_남_60~69세","2024년_남_70~79세","2024년_남_80~89세","2024년_남_90~99세","2024년_남_100세 이상","2024년_여_총인구수","2024년_여_연령구간인구수","2024년_여_0~9세","2024년_여_10~19세","2024년_여_20~29세","2024년_여_30~39세","2024년_여_40~49세","2024년_여_50~59세","2024년_여_60~69세","2024년_여_70~79세","2024년_여_80~89세","2024년_여_90~99세","2024년_여_100세 이상","2025년_계_총인구수","2025년_계_연령구간인구수","2025년_계_0~9세","2025년_계_10~19세","2025년_계_20~29세","2025년_계_30~39세","2025년_계_40~49세","2025년_계_50~59세","2025년_계_60~69세","2025년_계_70~79세","2025년_계_80~89세","2025년_계_90~99세","2025년_계_100세 이상","2025년_남_총인구수","2025년_남_연령구간인구수","2025년_남_0~9세","2025년_남_10~19세","2025년_남_20~29세","2025년_남_30~39세","2025년_남_40~49세","2025년_남_50~59세","2025년_남_60~69세","2025년_남_70~79세","2025년_남_80~89세","2025년_남_90~99세","2025년_남_100세 이상","2025년_여_총인구수","2025년_여_연령구간인구수","2025년_여_0~9세","2025년_여_10~19세","2025년_여_20~29세","2025년_여_30~39세","2025년_여_40~49세","2025년_여_50~59세","2025년_여_60~69세","2025년_여_70~79세","2025년_여_80~89세","2025년_여_90~99세","2025년_여_100세 이상"
"경기도 성남시 분당구 야탑1동(4113562000)","17,660","17,660","1,337","1,301","2,751","2,890","2,763","2,678","2,267","1,114","457","96","6","8,752","8,752","677","680","1,425","1,451","1,373","1,264","1,132","530","190","29","1","8,908","8,908","660","621","1,326","1,439","1,390","1,414","1,135","584","267","67","5","17,231","17,231","1,211","1,252","2,595","2,779","2,609","2,668","2,362","1,178","484","90","3","8,560","8,560","608","664","1,339","1,427","1,279","1,293","1,163","559","200","27","1","8,671","8,671","603","588","1,256","1,352","1,330","1,375","1,199","619","284","63","2","17,024","17,024","1,171","1,233","2,475","2,671","2,587","2,624","2,367","1,278","525","88","5","8,414","8,414","577","646","1,278","1,364","1,277","1,265","1,167","587","224","27","2","8,610","8,610","594","587","1,197","1,307","1,310","1,359","1,200","691","301","61","3","16,808","16,808","1,089","1,197","2,375","2,679","2,447","2,631","2,426","1,297","571","94","2","8,307","8,307","548","638","1,205","1,392","1,205","1,251","1,194","605","240","28","1","8,501","8,501","541","559","1,170","1,287","1,242","1,380","1,232","692","331","66","1","16,647","16,647","1,052","1,148","2,291","2,674","2,396","2,564","2,437","1,355","628","100","2","8,219","8,219","524","616","1,168","1,406","1,180","1,202","1,194","624","277","26","2","8,428","8,428","528","532","1,123","1,268","1,216","1,362","1,243","731","351","74","0","16,525","16,525","991","1,154","2,122","2,691","2,383","2,524","2,422","1,458","664","112","4","8,144","8,144","503","591","1,089","1,419","1,191","1,186","1,168","666","299","30","2","8,381","8,381","488","563","1,033","1,272","1,192","1,338","1,254","792","365","82","2"
"경기도 성남시 분당구 야탑2동(4113563000)","16,847","16,847","1,278","1,808","2,147","2,100","2,790","2,599","2,229","1,198","594","100","4","8,019","8,019","627","930","1,036","968","1,262","1,256","1,111","558","244","27","0","8,828","8,828","651","878","1,111","1,132","1,528","1,343","1,118","640","350","73","4","16,423","16,423","1,211","1,741","1,985","2,049","2,677","2,558","2,316","1,181","604","99","2","7,818","7,818","589","898","965","952","1,226","1,217","1,148","542","250","31","0","8,605","8,605","622","843","1,020","1,097","1,451","1,341","1,168","639","354","68","2","16,093","16,093","1,128","1,698","1,849","1,961","2,616","2,485","2,351","1,245","649","107","4","7,637","7,637","580","832","903","932","1,185","1,175","1,145","584","265","35","1","8,456","8,456","548","866","946","1,029","1,431","1,310","1,206","661","384","72","3","15,874","15,874","1,065","1,632","1,768","1,927","2,516","2,498","2,362","1,299","672","131","4","7,495","7,495","538","796","865","932","1,138","1,164","1,120","616","283","41","2","8,379","8,379","527","836","903","995","1,378","1,334","1,242","683","389","90","2","15,703","15,703","1,005","1,609","1,735","1,910","2,451","2,442","2,355","1,377","686","130","3","7,447","7,447","507","792","874","917","1,104","1,141","1,115","653","304","39","1","8,256","8,256","498","817","861","993","1,347","1,301","1,240","724","382","91","2","15,564","15,564","954","1,652","1,620","1,832","2,414","2,459","2,281","1,481","720","148","3","7,394","7,394","493","806","808","895","1,114","1,139","1,081","697","315","45","1","8,170","8,170","461","846","812","937","1,300","1,320","1,200","784","405","103","2"
"경기도 성남시 분당구 야탑3동(4113564000)","29,151","29,151","2,198","2,085","4,177","5,377","4,359","4,574","3,751","1,722","765","133","10","14,375","14,375","1,140","1,039","2,171","2,889","2,181","2,140","1,788","776","229","22","0","14,776","14,776","1,058","1,046","2,006","2,488","2,178","2,434","1,963","946","536","111","10","28,163","28,163","2,019","1,901","3,876","5,149","4,091","4,425","3,994","1,744","820","136","8","13,859","13,859","1,034","946","1,995","2,775","2,076","2,053","1,902","779","274","25","0","14,304","14,304","985","955","1,881","2,374","2,015","2,372","2,092","965","546","111","8","27,438","27,438","1,865","1,870","3,568","4,947","3,990","4,228","4,137","1,803","877","147","6","13,532","13,532","986","917","1,892","2,665","2,017","1,975","1,939","815","304","21","1","13,906","13,906","879","953","1,676","2,282","1,973","2,253","2,198","988","573","126","5","26,838","26,838","1,675","1,812","3,368","4,787","3,851","4,189","4,175","1,917","902","157","5","13,234","13,234","858","909","1,799","2,533","1,994","1,970","1,946","876","325","23","1","13,604","13,604","817","903","1,569","2,254","1,857","2,219","2,229","1,041","577","134","4","26,215","26,215","1,534","1,740","3,173","4,670","3,698","4,069","4,173","2,027","950","178","3","12,881","12,881","766","878","1,668","2,487","1,914","1,926","1,915","940","353","34","0","13,334","13,334","768","862","1,505","2,183","1,784","2,143","2,258","1,087","597","144","3","26,618","26,618","1,593","1,749","3,059","4,948","3,669","4,051","4,183","2,211","972","180","3","13,105","13,105","802","892","1,605","2,635","1,889","1,950","1,910","1,022","363","37","0","13,513","13,513","791","857","1,454","2,313","1,780","2,101","2,273","1,189","609","143","3"
"경기도 성남시 분당구 판교동(4113565000)","23,932","23,932","3,046","3,428","2,360","3,129","5,277","3,410","1,977","875","362","65","3","11,718","11,718","1,562","1,772","1,154","1,362","2,521","1,802","973","413","145","14","0","12,214","12,214","1,484","1,656","1,206","1,767","2,756","1,608","1,004","462","217","51","3","26,442","26,442","3,087","3,668","2,687","3,466","5,593","4,117","2,405","963","389","65","2","12,997","12,997","1,587","1,908","1,350","1,512","2,634","2,155","1,214","457","166","13","1","13,445","13,445","1,500","1,760","1,337","1,954","2,959","1,962","1,191","506","223","52","1","26,515","26,515","2,918","3,724","2,627","3,359","5,567","4,270","2,572","1,005","398","71","4","13,058","13,058","1,502","1,948","1,338","1,475","2,631","2,188","1,305","490","162","18","1","13,457","13,457","1,416","1,776","1,289","1,884","2,936","2,082","1,267","515","236","53","3","26,512","26,512","2,746","3,753","2,602","3,313","5,387","4,419","2,723","1,068","411","86","4","13,016","13,016","1,424","1,959","1,303","1,463","2,522","2,261","1,365","522","169","27","1","13,496","13,496","1,322","1,794","1,299","1,850","2,865","2,158","1,358","546","242","59","3","26,572","26,572","2,698","3,802","2,493","3,308","5,356","4,436","2,783","1,149","452","92","3","13,045","13,045","1,423","1,950","1,273","1,467","2,486","2,259","1,406","553","197","30","1","13,527","13,527","1,275","1,852","1,220","1,841","2,870","2,177","1,377","596","255","62","2","26,365","26,365","2,584","3,770","2,438","3,198","5,202","4,491","2,860","1,268","463","90","1","12,915","12,915","1,355","1,930","1,256","1,407","2,400","2,282","1,422","635","198","30","0","13,450","13,450","1,229","1,840","1,182","1,791","2,802","2,209","1,438","633","265","60","1"
"경기도 성남시 분당구 삼평동(4113565500)","24,930","24,930","2,774","3,041","3,069","3,594","4,690","3,953","2,339","980","413","74","3","12,156","12,156","1,463","1,516","1,545","1,611","2,292","1,984","1,123","455","149","17","1","12,774","12,774","1,311","1,525","1,524","1,983","2,398","1,969","1,216","525","264","57","2","24,442","24,442","2,508","2,980","3,001","3,409","4,551","3,999","2,506","969","441","74","4","11,890","11,890","1,299","1,506","1,503","1,537","2,204","1,996","1,203","458","166","17","1","12,552","12,552","1,209","1,474","1,498","1,872","2,347","2,003","1,303","511","275","57","3","24,229","24,229","2,289","2,908","2,962","3,274","4,513","4,060","2,605","1,060","479","76","3","11,725","11,725","1,168","1,468","1,489","1,489","2,162","2,005","1,245","499","187","13","0","12,504","12,504","1,121","1,440","1,473","1,785","2,351","2,055","1,360","561","292","63","3","23,939","23,939","2,212","2,841","2,800","3,287","4,414","3,976","2,695","1,139","504","71","0","11,582","11,582","1,106","1,449","1,403","1,519","2,129","1,927","1,306","534","198","11","0","12,357","12,357","1,106","1,392","1,397","1,768","2,285","2,049","1,389","605","306","60","0","23,777","23,777","2,102","2,782","2,678","3,381","4,308","3,955","2,803","1,186","499","83","0","11,555","11,555","1,064","1,412","1,351","1,593","2,098","1,910","1,345","571","193","18","0","12,222","12,222","1,038","1,370","1,327","1,788","2,210","2,045","1,458","615","306","65","0","23,593","23,593","2,018","2,735","2,553","3,362","4,256","3,896","2,835","1,317","531","88","2","11,449","11,449","1,019","1,385","1,301","1,597","2,055","1,883","1,352","624","213","20","0","12,144","12,144","999","1,350","1,252","1,765","2,201","2,013","1,483","693","318","68","2"
"경기도 성남시 분당구 백현동(4113565700)","27,710","27,710","2,924","3,115","3,829","3,839","4,710","4,780","2,784","1,161","485","81","2","13,365","13,365","1,511","1,601","1,906","1,743","2,239","2,283","1,354","554","150","24","0","14,345","14,345","1,413","1,514","1,923","2,096","2,471","2,497","1,430","607","335","57","2","26,907","26,907","2,513","3,027","3,678","3,478","4,559","4,825","3,032","1,220","486","88","1","12,995","12,995","1,292","1,572","1,841","1,623","2,147","2,294","1,477","560","168","21","0","13,912","13,912","1,221","1,455","1,837","1,855","2,412","2,531","1,555","660","318","67","1","26,988","26,988","2,214","3,084","3,627","3,374","4,486","4,961","3,319","1,304","523","95","1","12,999","12,999","1,136","1,615","1,807","1,569","2,110","2,326","1,615","598","198","25","0","13,989","13,989","1,078","1,469","1,820","1,805","2,376","2,635","1,704","706","325","70","1","26,848","26,848","1,931","3,071","3,519","3,417","4,418","4,918","3,507","1,402","561","104","0","12,886","12,886","994","1,602","1,737","1,584","2,098","2,292","1,688","647","217","27","0","13,962","13,962","937","1,469","1,782","1,833","2,320","2,626","1,819","755","344","77","0","26,472","26,472","1,746","2,923","3,358","3,469","4,270","4,775","3,693","1,532","606","98","2","12,675","12,675","906","1,514","1,664","1,602","2,024","2,231","1,761","695","249","28","1","13,797","13,797","840","1,409","1,694","1,867","2,246","2,544","1,932","837","357","70","1","26,316","26,316","1,668","2,931","3,100","3,508","4,249","4,625","3,789","1,682","639","121","4","12,538","12,538","854","1,533","1,538","1,602","2,020","2,138","1,808","750","267","28","0","13,778","13,778","814","1,398","1,562","1,906","2,229","2,487","1,981","932","372","93","4"
"경기도 성남시 분당구 금곡동(4113566200)","28,820","28,820","1,903","2,360","4,101","4,667","4,425","4,587","3,496","2,005","1,067","204","5","13,516","13,516","954","1,168","2,017","2,205","2,067","2,144","1,663","854","387","57","0","15,304","15,304","949","1,192","2,084","2,462","2,358","2,443","1,833","1,151","680","147","5","27,934","27,934","1,765","2,260","3,808","4,425","4,174","4,528","3,674","1,964","1,107","226","3","13,115","13,115","906","1,110","1,843","2,128","1,929","2,127","1,742","852","411","67","0","14,819","14,819","859","1,150","1,965","2,297","2,245","2,401","1,932","1,112","696","159","3","27,409","27,409","1,724","2,165","3,491","4,343","4,121","4,473","3,700","2,027","1,139","223","3","12,900","12,900","907","1,071","1,676","2,092","1,925","2,102","1,739","885","431","72","0","14,509","14,509","817","1,094","1,815","2,251","2,196","2,371","1,961","1,142","708","151","3","27,083","27,083","1,620","2,177","3,322","4,243","4,016","4,445","3,721","2,094","1,209","231","5","12,786","12,786","860","1,081","1,584","2,072","1,907","2,074","1,749","918","469","71","1","14,297","14,297","760","1,096","1,738","2,171","2,109","2,371","1,972","1,176","740","160","4","26,904","26,904","1,589","2,104","3,176","4,257","3,886","4,426","3,781","2,191","1,246","243","5","12,686","12,686","836","1,056","1,488","2,085","1,832","2,076","1,796","964","476","76","1","14,218","14,218","753","1,048","1,688","2,172","2,054","2,350","1,985","1,227","770","167","4","26,767","26,767","1,501","2,105","3,028","4,192","3,891","4,371","3,808","2,337","1,258","273","3","12,591","12,591","799","1,062","1,415","2,051","1,828","2,027","1,797","1,044","485","83","0","14,176","14,176","702","1,043","1,613","2,141","2,063","2,344","2,011","1,293","773","190","3"
"경기도 성남시 분당구 구미1동(4113566500)","17,792","17,792","1,356","1,686","2,698","2,809","2,984","2,921","1,821","941","478","96","2","8,607","8,607","718","818","1,303","1,393","1,426","1,403","904","418","197","27","0","9,185","9,185","638","868","1,395","1,416","1,558","1,518","917","523","281","69","2","17,173","17,173","1,229","1,544","2,604","2,644","2,807","2,872","1,940","930","499","103","1","8,303","8,303","631","754","1,285","1,324","1,333","1,383","948","410","202","33","0","8,870","8,870","598","790","1,319","1,320","1,474","1,489","992","520","297","70","1","16,823","16,823","1,154","1,474","2,411","2,654","2,697","2,830","1,995","976","529","98","5","8,157","8,157","599","715","1,219","1,325","1,281","1,359","972","428","225","33","1","8,666","8,666","555","759","1,192","1,329","1,416","1,471","1,023","548","304","65","4","16,495","16,495","1,062","1,418","2,270","2,641","2,529","2,854","2,073","997","548","98","5","7,997","7,997","550","681","1,150","1,327","1,209","1,344","1,023","449","230","33","1","8,498","8,498","512","737","1,120","1,314","1,320","1,510","1,050","548","318","65","4","16,182","16,182","955","1,399","2,164","2,673","2,346","2,783","2,135","1,040","568","117","2","7,813","7,813","499","689","1,090","1,345","1,114","1,296","1,040","460","236","43","1","8,369","8,369","456","710","1,074","1,328","1,232","1,487","1,095","580","332","74","1","16,089","16,089","930","1,434","1,939","2,725","2,318","2,780","2,131","1,117","575","135","5","7,762","7,762","479","719","958","1,380","1,095","1,300","1,047","496","247","39","2","8,327","8,327","451","715","981","1,345","1,223","1,480","1,084","621","328","96","3"
"경기도 성남시 분당구 구미동(4113567000)","31,413","31,413","2,226","2,750","4,554","4,501","5,000","5,231","3,515","2,123","1,226","276","11","15,062","15,062","1,110","1,432","2,291","2,188","2,318","2,502","1,748","923","452","98","0","16,351","16,351","1,116","1,318","2,263","2,313","2,682","2,729","1,767","1,200","774","178","11","30,543","30,543","2,058","2,538","4,228","4,470","4,698","5,115","3,783","2,086","1,283","276","8","14,612","14,612","1,006","1,329","2,140","2,192","2,167","2,453","1,829","917","489","89","1","15,931","15,931","1,052","1,209","2,088","2,278","2,531","2,662","1,954","1,169","794","187","7","30,135","30,135","1,965","2,473","3,959","4,407","4,561","5,035","3,980","2,148","1,321","277","9","14,311","14,311","948","1,293","1,957","2,176","2,092","2,380","1,920","942","514","88","1","15,824","15,824","1,017","1,180","2,002","2,231","2,469","2,655","2,060","1,206","807","189","8","28,673","28,673","1,697","2,373","3,575","4,134","4,187","4,836","4,032","2,173","1,373","284","9","13,607","13,607","822","1,233","1,744","2,052","1,969","2,278","1,935","948","537","87","2","15,066","15,066","875","1,140","1,831","2,082","2,218","2,558","2,097","1,225","836","197","7","28,182","28,182","1,505","2,321","3,327","4,110","4,015","4,748","4,199","2,255","1,390","304","8","13,350","13,350","735","1,188","1,616","2,045","1,915","2,204","2,025","979","549","91","3","14,832","14,832","770","1,133","1,711","2,065","2,100","2,544","2,174","1,276","841","213","5","27,981","27,981","1,436","2,236","3,212","4,237","3,875","4,602","4,199","2,384","1,450","337","13","13,227","13,227","708","1,140","1,516","2,129","1,859","2,120","2,028","1,037","579","109","2","14,754","14,754","728","1,096","1,696","2,108","2,016","2,482","2,171","1,347","871","228","11"
"경기도 성남시 분당구 운중동(4113568000)","21,579","21,579","2,178","2,412","2,465","3,119","4,059","3,514","2,443","935","382","72","0","10,517","10,517","1,112","1,221","1,253","1,411","1,956","1,737","1,205","472","134","16","0","11,062","11,062","1,066","1,191","1,212","1,708","2,103","1,777","1,238","463","248","56","0","30,891","30,891","3,638","3,327","3,222","4,930","5,877","4,859","3,327","1,143","472","94","2","15,105","15,105","1,883","1,665","1,618","2,235","2,859","2,405","1,668","572","180","20","0","15,786","15,786","1,755","1,662","1,604","2,695","3,018","2,454","1,659","571","292","74","2","33,340","33,340","3,843","3,622","3,407","5,095","6,411","5,387","3,673","1,291","510","99","2","16,323","16,323","1,995","1,841","1,731","2,274","3,117","2,667","1,848","633","198","19","0","17,017","17,017","1,848","1,781","1,676","2,821","3,294","2,720","1,825","658","312","80","2","34,556","34,556","3,723","3,794","3,471","5,166","6,612","5,698","3,949","1,486","533","119","5","16,883","16,883","1,941","1,918","1,760","2,319","3,198","2,805","1,967","739","212","24","0","17,673","17,673","1,782","1,876","1,711","2,847","3,414","2,893","1,982","747","321","95","5","37,182","37,182","4,142","3,930","3,521","6,274","6,955","5,858","4,162","1,622","572","144","2","18,169","18,169","2,138","1,999","1,736","2,877","3,377","2,884","2,065","825","237","31","0","19,013","19,013","2,004","1,931","1,785","3,397","3,578","2,974","2,097","797","335","113","2","38,266","38,266","4,166","4,055","3,535","6,450","7,171","5,996","4,323","1,819","595","151","5","18,626","18,626","2,120","2,053","1,786","2,926","3,465","2,936","2,145","925","238","32","0","19,640","19,640","2,046","2,002","1,749","3,524","3,706","3,060","2,178","894","357","119","5"
