"행정구역","2020년_계_총인구수","2020년_계_연령구간인구수","2020년_계_0~9세","2020년_계_10~19세","2020년_계_20~29세","2020년_계_30~39세","2020년_계_40~49세","2020년_계_50~59세","2020년_계_60~69세","2020년_계_70~79세","2020년_계_80~89세","2020년_계_90~99세","2020년_계_100세 이상","2020년_남_총인구수","2020년_남_연령구간인구수","2020년_남_0~9세","2020년_남_10~19세","2020년_남_20~29세","2020년_남_30~39세","2020년_남_40~49세","2020년_남_50~59세","2020년_남_60~69세","2020년_남_70~79세","2020년_남_80~89세","2020년_남_90~99세","2020년_남_100세 이상","2020년_여_총인구수","2020년_여_연령구간인구수","2020년_여_0~9세","2020년_여_10~19세","2020년_여_20~29세","2020년_여_30~39세","2020년_여_40~49세","2020년_여_50~59세","2020년_여_60~69세","2020년_여_70~79세","2020년_여_80~89세","2020년_여_90~99세","2020년_여_100세 이상","2021년_계_총인구수","2021년_계_연령구간인구수","2021년_계_0~9세","2021년_계_10~19세","2021년_계_20~29세","2021년_계_30~39세","2021년_계_40~49세","2021년_계_50~59세","2021년_계_60~69세","2021년_계_70~79세","2021년_계_80~89세","2021년_계_90~99세","2021년_계_100세 이상","2021년_남_총인구수","2021년_남_연령구간인구수","2021년_남_0~9세","2021년_남_10~19세","2021년_남_20~29세","2021년_남_30~39세","2021년_남_40~49세","2021년_남_50~59세","2021년_남_60~69세","2021년_남_70~79세","2021년_남_80~89세","2021년_남_90~99세","2021년_남_100세 이상","2021년_여_총인구수","2021년_여_연령구간인구수","2021년_여_0~9세","2021년_여_10~19세","2021년_여_20~29세","2021년_여_30~39세","2021년_여_40~49세","2021년_여_50~59세","2021년_여_60~69세","2021년_여_70~79세","2021년_여_80~89세","2021년_여_90~99세","2021년_여_100세 이상","2022년_계_총인구수","2022년_계_연령구간인구수","2022년_계_0~9세","2022년_계_10~19세","2022년_계_20~29세","2022년_계_30~39세","2022년_계_40~49세","2022년_계_50~59세","2022년_계_60~69세","2022년_계_70~79세","2022년_계_80~89세","2022년_계_90~99세","2022년_계_100세 이상","2022년_남_총인구수","2022년_남_연령구간인구수","2022년_남_0~9세","2022년_남_10~19세","2022년_남_20~29세","2022년_남_30~39세","2022년_남_40~49세","2022년_남_50~59세","2022년_남_60~69세","2022년_남_70~79세","2022년_남_80~89세","2022년_남_90~99세","2022년_남_100세 이상","2022년_여_총인구수","2022년_여_연령구간인구수","2022년_여_0~9세","2022년_여_10~19세","2022년_여_20~29세","2022년_여_30~39세","2022년_여_40~49세","2022년_여_50~59세","2022년_여_60~69세","2022년_여_70~79세","2022년_여_80~89세","2022년_여_90~99세","2022년_여_100세 이상","2023년_계_총인구수","2023년_계_연령구간인구수","2023년_계_0~9세","2023년_계_10~19세","2023년_계_20~29세","2023년_계_30~39세","2023년_계_40~49세","2023년_계_50~59세","2023년_계_60~69세","2023년_계_70~79세","2023년_계_80~89세","2023년_계_90~99세","2023년_계_100세 이상","2023년_남_총인구수","2023년_남_연령구간인구수","2023년_남_0~9세","2023년_남_10~19세","2023년_남_20~29세","2023년_남_30~39세","2023년_남_40~49세","2023년_남_50~59세","2023년_남_60~69세","2023년_남_70~79세","2023년_남_80~89세","2023년_남_90~99세","2023년_남_100세 이상","2023년_여_총인구수","2023년_여_연령구간인구수","2023년_여_0~9세","2023년_여_10~19세","2023년_여_20~29세","2023년_여_30~39세","2023년_여_40~49세","2023년_여_50~59세","2023년_여_60~69세","2023년_여_70~79세","2023년_여_80~89세","2023년_여_90~99세","2023년_여_100세 이상","2024년_계_총인구수","2024년_계_연령구간인구수","2024년_계_0~9세","2024년_계_10~19세","2024년_계_20~29세","2024년_계_30~39세","2024년_계_40~49세","2024년_계_50~59세","2024년_계_60~69세","2024년_계_70~79세","2024년_계_80~89세","2024년_계_90~99세","2024년_계_100세 이상","2024년_남_총인구수","2024년_남_연령구간인구수","2024년_남_0~9세","2024년_남_10~19세","2024년_남_20~29세","2024년_남_30~39세","2024년_남_40~49세","2024년_남_50~59세","2024년_남_60~69세","2024년_남_70~79세","2024년_남_80~89세","2024년_남_90~99세","2024년_남_100세 이상","2024년_여_총인구수","2024년_여_연령구간인구수","2024년_여_0~9세","2024년_여_10~19세","2024년_여_20~29세","2024년_여_30~39세","2024년_여_40~49세","2024년_여_50~59세","2024년_여_60~69세","2024년_여_70~79세","2024년_여_80~89세","2024년_여_90~99세","2024년_여_100세 이상","2025년_계_총인구수","2025년_계_연령구간인구수","2025년_계_0~9세","2025년_계_10~19세","2025년_계_20~29세","2025년_계_30~39세","2025년_계_40~49세","2025년_계_50~59세","2025년_계_60~69세","2025년_계_70~79세","2025년_계_80~89세","2025년_계_90~99세","2025년_계_100세 이상","2025년_남_총인구수","2025년_남_연령구간인구수","2025년_남_0~9세","2025년_남_10~19세","2025년_남_20~29세","2025년_남_30~39세","2025년_남_40~49세","2025년_남_50~59세","2025년_남_60~69세","2025년_남_70~79세","2025년_남_80~89세","2025년_남_90~99세","2025년_남_100세 이상","2025년_여_총인구수","2025년_여_연령구간인구수","2025년_여_0~9세","2025년_여_10~19세","2025년_여_20~29세","2025년_여_30~39세","2025년_여_40~49세","2025년_여_50~59세","2025년_여_60~69세","2025년_여_70~79세","2025년_여_80~89세","2025년_여_90~99세","2025년_여_100세 이상"
"경기도 성남시 중원구 도촌동(4113367000)","27,823","27,823","2,902","2,842","3,341","4,352","4,967","4,192","3,150","1,406","561","108","2","13,532","13,532","1,510","1,472","1,687","2,110","2,442","1,952","1,481","663","195","19","1","14,291","14,291","1,392","1,370","1,654","2,242","2,525","2,240","1,669","743","366","89","1","27,296","27,296","2,656","2,790","3,143","4,093","4,909","4,194","3,342","1,480","584","104","1","13,211","13,211","1,376","1,440","1,591","1,960","2,384","1,989","1,544","704","204","19","0","14,085","14,085","1,280","1,350","1,552","2,133","2,525","2,205","1,798","776","380","85","1","26,972","26,972","2,427","2,787","3,043","3,841","4,840","4,234","3,444","1,589","655","111","1","13,056","13,056","1,245","1,424","1,551","1,859","2,361","2,012","1,577","762","243","22","0","13,916","13,916","1,182","1,363","1,492","1,982","2,479","2,222","1,867","827","412","89","1","26,528","26,528","2,171","2,785","2,943","3,523","4,763","4,245","3,576","1,684","722","115","1","12,872","12,872","1,139","1,428","1,522","1,732","2,290","2,030","1,657","777","272","25","0","13,656","13,656","1,032","1,357","1,421","1,791","2,473","2,215","1,919","907","450","90","1","26,074","26,074","1,925","2,737","2,844","3,391","4,589","4,228","3,639","1,805","778","135","3","12,642","12,642","1,021","1,421","1,452","1,691","2,213","2,021","1,683","816","296","27","1","13,432","13,432","904","1,316","1,392","1,700","2,376","2,207","1,956","989","482","108","2","25,878","25,878","1,719","2,729","2,706","3,435","4,374","4,238","3,739","1,962","839","133","4","12,510","12,510","910","1,425","1,351","1,732","2,106","2,042","1,729","865","318","31","1","13,368","13,368","809","1,304","1,355","1,703","2,268","2,196","2,010","1,097","521","102","3"
"경기도 성남시 분당구 (4113500000)","482,232","482,232","39,706","53,687","65,791","69,914","86,606","76,302","49,421","25,473","12,903","2,333","96","233,759","233,759","20,429","27,424","33,082","33,657","40,320","37,544","24,151","11,565","4,925","642","20","248,473","248,473","19,277","26,263","32,709","36,257","46,286","38,758","25,270","13,908","7,978","1,691","76","484,183","484,183","38,596","53,122","63,993","69,547","85,230","78,519","53,429","25,606","13,564","2,506","71","234,842","234,842","19,780","27,167","32,235","33,698","39,634","38,601","26,047","11,625","5,334","703","18","249,341","249,341","18,816","25,955","31,758","35,849","45,596","39,918","27,382","13,981","8,230","1,803","53","481,553","481,553","36,446","53,004","61,368","68,131","83,871","79,591","55,542","26,651","14,262","2,605","82","233,526","233,526","18,684","27,099","30,919","33,166","39,168","38,874","26,997","12,128","5,747","719","25","248,027","248,027","17,762","25,905","30,449","34,965","44,703","40,717","28,545","14,523","8,515","1,886","57","472,957","472,957","33,672","52,037","58,668","65,958","80,982","79,538","56,789","27,692","14,778","2,766","77","229,126","229,126","17,253","26,538","29,430","32,252","38,010","38,653","27,553","12,643","6,011","760","23","243,831","243,831","16,419","25,499","29,238","33,706","42,972","40,885","29,236","15,049","8,767","2,006","54","471,154","471,154","32,375","51,287","56,528","66,917","79,023","79,353","58,284","29,106","15,206","3,014","61","228,331","228,331","16,596","26,154","28,315","32,904","37,290","38,396","28,244","13,330","6,242","838","22","242,823","242,823","15,779","25,133","28,213","34,013","41,733","40,957","30,040","15,776","8,964","2,176","39","469,833","469,833","31,170","51,313","53,704","67,640","78,095","78,737","58,901","31,294","15,622","3,272","85","227,507","227,507","15,976","26,155","26,807","33,457","36,802","38,038","28,454","14,402","6,456","937","23","242,326","242,326","15,194","25,158","26,897","34,183","41,293","40,699","30,447","16,892","9,166","2,335","62"
"경기도 성남시 분당구 분당동(4113551000)","26,445","26,445","1,998","2,980","3,729","3,633","4,638","4,286","2,878","1,449","716","131","7","13,012","13,012","1,029","1,569","1,947","1,835","2,118","2,083","1,400","694","297","38","2","13,433","13,433","969","1,411","1,782","1,798","2,520","2,203","1,478","755","419","93","5","25,713","25,713","1,820","2,838","3,606","3,541","4,353","4,205","3,048","1,401","760","135","6","12,638","12,638","930","1,487","1,884","1,794","2,033","2,018","1,464","663","322","42","1","13,075","13,075","890","1,351","1,722","1,747","2,320","2,187","1,584","738","438","93","5","25,292","25,292","1,704","2,814","3,394","3,426","4,137","4,266","3,134","1,480","792","140","5","12,413","12,413","850","1,471","1,762","1,773","1,932","2,050","1,503","694","340","37","1","12,879","12,879","854","1,343","1,632","1,653","2,205","2,216","1,631","786","452","103","4","24,888","24,888","1,593","2,700","3,286","3,354","3,973","4,300","3,186","1,523","818","151","4","12,190","12,190","808","1,402","1,695","1,713","1,856","2,080","1,528","711","360","36","1","12,698","12,698","785","1,298","1,591","1,641","2,117","2,220","1,658","812","458","115","3","24,497","24,497","1,468","2,668","3,153","3,212","3,797","4,328","3,236","1,636","826","168","5","12,076","12,076","744","1,395","1,660","1,678","1,790","2,091","1,560","759","354","44","1","12,421","12,421","724","1,273","1,493","1,534","2,007","2,237","1,676","877","472","124","4","24,396","24,396","1,340","2,723","2,971","3,266","3,751","4,245","3,330","1,744","848","173","5","11,993","11,993","698","1,408","1,548","1,708","1,751","2,062","1,579","825","368","44","2","12,403","12,403","642","1,315","1,423","1,558","2,000","2,183","1,751","919","480","129","3"
"경기도 성남시 분당구 수내1동(4113552000)","18,124","18,124","1,278","2,242","2,501","2,456","3,746","2,833","1,395","930","644","96","3","8,644","8,644","661","1,170","1,210","1,135","1,670","1,461","673","384","247","33","0","9,480","9,480","617","1,072","1,291","1,321","2,076","1,372","722","546","397","63","3","17,620","17,620","1,195","2,148","2,343","2,340","3,535","2,913","1,438","911","681","114","2","8,395","8,395","608","1,118","1,147","1,106","1,539","1,496","710","374","258","39","0","9,225","9,225","587","1,030","1,196","1,234","1,996","1,417","728","537","423","75","2","17,889","17,889","1,153","2,201","2,325","2,325","3,553","3,060","1,509","910","716","133","4","8,480","8,480","581","1,136","1,121","1,088","1,570","1,555","744","376","267","41","1","9,409","9,409","572","1,065","1,204","1,237","1,983","1,505","765","534","449","92","3","17,838","17,838","1,108","2,203","2,252","2,302","3,471","3,098","1,594","930","736","142","2","8,470","8,470","574","1,122","1,073","1,097","1,545","1,578","778","383","271","48","1","9,368","9,368","534","1,081","1,179","1,205","1,926","1,520","816","547","465","94","1","17,801","17,801","1,071","2,202","2,160","2,339","3,452","3,116","1,652","935","720","152","2","8,461","8,461","550","1,131","1,044","1,121","1,559","1,557","808","388","259","43","1","9,340","9,340","521","1,071","1,116","1,218","1,893","1,559","844","547","461","109","1","17,879","17,879","1,022","2,282","2,076","2,356","3,401","3,176","1,702","968","736","157","3","8,526","8,526","537","1,171","1,013","1,125","1,557","1,578","828","402","278","35","2","9,353","9,353","485","1,111","1,063","1,231","1,844","1,598","874","566","458","122","1"
"경기도 성남시 분당구 수내2동(4113553000)","10,690","10,690","1,188","1,975","969","888","2,647","1,470","764","479","261","47","2","5,216","5,216","590","983","531","374","1,202","825","371","221","105","13","1","5,474","5,474","598","992","438","514","1,445","645","393","258","156","34","1","10,478","10,478","1,109","1,989","919","799","2,545","1,557","779","460","272","47","2","5,098","5,098","542","1,013","491","325","1,148","868","382","208","111","8","2","5,380","5,380","567","976","428","474","1,397","689","397","252","161","39","0","10,424","10,424","1,007","2,031","919","750","2,507","1,618","785","464","290","51","2","5,087","5,087","493","1,027","496","306","1,130","901","384","212","124","12","2","5,337","5,337","514","1,004","423","444","1,377","717","401","252","166","39","0","10,355","10,355","949","2,033","913","690","2,474","1,673","792","473","303","53","2","5,041","5,041","463","1,000","501","276","1,145","903","397","213","129","12","2","5,314","5,314","486","1,033","412","414","1,329","770","395","260","174","41","0","10,455","10,455","973","2,004","905","725","2,448","1,726","829","489","297","57","2","5,093","5,093","497","975","488","297","1,142","917","410","222","132","12","1","5,362","5,362","476","1,029","417","428","1,306","809","419","267","165","45","1","10,381","10,381","927","1,979","909","692","2,401","1,758","842","512","299","60","2","5,099","5,099","484","985","475","288","1,133","923","428","236","132","14","1","5,282","5,282","443","994","434","404","1,268","835","414","276","167","46","1"
"경기도 성남시 분당구 수내3동(4113554000)","14,012","14,012","1,031","2,450","1,859","1,532","3,176","2,101","1,102","490","231","38","2","6,931","6,931","526","1,290","942","768","1,458","1,092","538","223","85","9","0","7,081","7,081","505","1,160","917","764","1,718","1,009","564","267","146","29","2","13,729","13,729","903","2,408","1,836","1,411","3,034","2,197","1,154","496","255","34","1","6,845","6,845","476","1,249","966","734","1,372","1,151","570","225","94","8","0","6,884","6,884","427","1,159","870","677","1,662","1,046","584","271","161","26","1","13,557","13,557","834","2,352","1,797","1,372","2,914","2,267","1,214","511","262","33","1","6,773","6,773","441","1,210","959","711","1,332","1,167","610","232","107","4","0","6,784","6,784","393","1,142","838","661","1,582","1,100","604","279","155","29","1","13,436","13,436","807","2,311","1,721","1,352","2,832","2,299","1,258","543","273","39","1","6,705","6,705","415","1,196","914","715","1,278","1,202","623","246","108","8","0","6,731","6,731","392","1,115","807","637","1,554","1,097","635","297","165","31","1","13,300","13,300","752","2,273","1,691","1,328","2,745","2,328","1,275","590","268","50","0","6,588","6,588","365","1,158","888","711","1,235","1,227","625","266","105","8","0","6,712","6,712","387","1,115","803","617","1,510","1,101","650","324","163","42","0","13,191","13,191","746","2,214","1,641","1,329","2,635","2,352","1,306","656","256","55","1","6,536","6,536","355","1,135","857","707","1,191","1,235","642","294","109","11","0","6,655","6,655","391","1,079","784","622","1,444","1,117","664","362","147","44","1"
"경기도 성남시 분당구 정자동(4113554500)","19,721","19,721","1,443","1,930","3,124","3,505","3,224","2,926","2,090","1,012","396","68","3","9,834","9,834","736","954","1,656","1,828","1,534","1,428","1,021","484","178","14","1","9,887","9,887","707","976","1,468","1,677","1,690","1,498","1,069","528","218","54","2","19,296","19,296","1,367","1,849","2,996","3,322","3,110","2,918","2,173","1,052","430","77","2","9,670","9,670","706","945","1,587","1,761","1,466","1,440","1,048","504","196","17","0","9,626","9,626","661","904","1,409","1,561","1,644","1,478","1,125","548","234","60","2","19,054","19,054","1,250","1,805","2,895","3,252","3,058","2,911","2,211","1,113","484","73","2","9,580","9,580","641","933","1,544","1,733","1,477","1,422","1,057","537","223","13","0","9,474","9,474","609","872","1,351","1,519","1,581","1,489","1,154","576","261","60","2","14,284","14,284","804","1,367","2,257","2,249","2,261","2,221","1,673","956","436","58","2","7,245","7,245","410","714","1,206","1,224","1,117","1,084","819","448","209","14","0","7,039","7,039","394","653","1,051","1,025","1,144","1,137","854","508","227","44","2","13,977","13,977","751","1,344","2,182","2,156","2,185","2,214","1,659","963","453","68","2","7,113","7,113","369","699","1,179","1,181","1,107","1,080","814","456","210","18","0","6,864","6,864","382","645","1,003","975","1,078","1,134","845","507","243","50","2","13,750","13,750","715","1,342","1,994","2,120","2,193","2,161","1,655","1,011","480","77","2","6,979","6,979","359","681","1,055","1,200","1,092","1,067","808","467","232","18","0","6,771","6,771","356","661","939","920","1,101","1,094","847","544","248","59","2"
"경기도 성남시 분당구 정자1동(4113555000)","31,031","31,031","2,064","3,304","4,753","5,021","5,924","4,801","2,491","1,678","881","106","8","14,589","14,589","1,033","1,618","2,151","2,307","2,612","2,423","1,212","783","405","41","4","16,442","16,442","1,031","1,686","2,602","2,714","3,312","2,378","1,279","895","476","65","4","30,475","30,475","1,944","3,238","4,607","4,792","5,781","4,810","2,623","1,596","954","124","6","14,339","14,339","983","1,579","2,105","2,191","2,553","2,419","1,262","749","445","49","4","16,136","16,136","961","1,659","2,502","2,601","3,228","2,391","1,361","847","509","75","2","30,076","30,076","1,749","3,289","4,371","4,745","5,569","4,918","2,696","1,609","987","136","7","14,195","14,195","864","1,637","1,964","2,216","2,503","2,407","1,329","739","478","53","5","15,881","15,881","885","1,652","2,407","2,529","3,066","2,511","1,367","870","509","83","2","30,248","30,248","1,729","3,319","4,302","4,668","5,530","5,026","2,818","1,661","1,049","136","10","14,316","14,316","840","1,671","1,940","2,201","2,495","2,466","1,387","747","507","57","5","15,932","15,932","889","1,648","2,362","2,467","3,035","2,560","1,431","914","542","79","5","30,148","30,148","1,638","3,277","4,221","4,645","5,428","5,099","2,880","1,693","1,080","180","7","14,296","14,296","816","1,635","1,896","2,211","2,445","2,511","1,422","761","516","78","5","15,852","15,852","822","1,642","2,325","2,434","2,983","2,588","1,458","932","564","102","2","30,247","30,247","1,593","3,393","3,990","4,810","5,354","5,103","2,939","1,737","1,106","212","10","14,353","14,353","791","1,693","1,767","2,366","2,379","2,486","1,480","763","532","89","7","15,894","15,894","802","1,700","2,223","2,444","2,975","2,617","1,459","974","574","123","3"
"경기도 성남시 분당구 정자2동(4113556000)","15,954","15,954","919","1,388","2,073","2,954","2,665","2,385","1,750","1,030","668","118","4","7,578","7,578","507","750","1,045","1,485","1,225","1,122","840","391","184","28","1","8,376","8,376","412","638","1,028","1,469","1,440","1,263","910","639","484","90","3","15,413","15,413","850","1,281","1,948","2,851","2,483","2,336","1,841","1,044","655","120","4","7,298","7,298","463","691","969","1,433","1,127","1,124","871","404","188","27","1","8,115","8,115","387","590","979","1,418","1,356","1,212","970","640","467","93","3","14,910","14,910","772","1,232","1,806","2,756","2,366","2,303","1,858","1,020","678","117","2","7,051","7,051","427","674","888","1,374","1,088","1,110","872","400","196","22","0","7,859","7,859","345","558","918","1,382","1,278","1,193","986","620","482","95","2","14,614","14,614","704","1,203","1,751","2,651","2,273","2,298","1,874","1,039","686","131","4","6,914","6,914","382","640","880","1,355","1,033","1,114","866","418","200","24","2","7,700","7,700","322","563","871","1,296","1,240","1,184","1,008","621","486","107","2","14,277","14,277","644","1,175","1,689","2,546","2,152","2,302","1,872","1,060","681","153","3","6,792","6,792","330","641","862","1,313","1,020","1,097","852","438","207","31","1","7,485","7,485","314","534","827","1,233","1,132","1,205","1,020","622","474","122","2","14,183","14,183","655","1,160","1,505","2,666","2,156","2,208","1,873","1,117","670","167","6","6,735","6,735","320","637","757","1,372","1,030","1,058","858","464","198","40","1","7,448","7,448","335","523","748","1,294","1,126","1,150","1,015","653","472","127","5"
"경기도 성남시 분당구 정자3동(4113557000)","15,555","15,555","1,326","1,771","2,056","2,294","2,836","2,408","1,426","814","521","102","1","7,553","7,553","711","929","1,059","1,082","1,317","1,195","676","338","215","30","1","8,002","8,002","615","842","997","1,212","1,519","1,213","750","476","306","72","0","16,592","16,592","1,510","1,912","2,066","2,396","3,060","2,648","1,532","808","541","118","1","8,045","8,045","770","997","1,075","1,141","1,429","1,315","728","335","214","40","1","8,547","8,547","740","915","991","1,255","1,631","1,333","804","473","327","78","0","17,011","17,011","1,473","1,972","2,084","2,388","3,133","2,792","1,629","837","571","128","4","8,241","8,241","743","1,009","1,074","1,158","1,474","1,377","783","347","230","43","3","8,770","8,770","730","963","1,010","1,230","1,659","1,415","846","490","341","85","1","16,897","16,897","1,346","1,949","2,052","2,304","3,034","2,870","1,771","843","591","134","3","8,131","8,131","678","984","1,038","1,127","1,425","1,386","850","354","245","43","1","8,766","8,766","668","965","1,014","1,177","1,609","1,484","921","489","346","91","2","16,698","16,698","1,215","1,929","1,981","2,268","2,900","2,924","1,842","893","593","151","2","7,999","7,999","608","981","986","1,100","1,366","1,401","889","376","245","47","0","8,699","8,699","607","948","995","1,168","1,534","1,523","953","517","348","104","2","16,467","16,467","1,093","1,918","1,935","2,253","2,794","2,895","1,844","955","632","147","1","7,923","7,923","535","963","983","1,149","1,305","1,396","886","404","246","56","0","8,544","8,544","558","955","952","1,104","1,489","1,499","958","551","386","91","1"
"경기도 성남시 분당구 서현1동(4113558000)","32,363","32,363","2,463","4,348","4,598","4,257","6,353","5,015","2,733","1,547","887","157","5","15,634","15,634","1,262","2,199","2,260","2,065","2,890","2,517","1,333","693","370","43","2","16,729","16,729","1,201","2,149","2,338","2,192","3,463","2,498","1,400","854","517","114","3","31,856","31,856","2,284","4,243","4,399","4,176","6,073","5,115","2,948","1,523","927","162","6","15,399","15,399","1,192","2,138","2,183","2,029","2,762","2,547","1,446","673","381","47","1","16,457","16,457","1,092","2,105","2,216","2,147","3,311","2,568","1,502","850","546","115","5","31,308","31,308","2,115","4,205","4,185","4,108","5,790","5,210","3,034","1,522","957","178","4","15,195","15,195","1,108","2,129","2,069","2,029","2,653","2,597","1,477","681","395","56","1","16,113","16,113","1,007","2,076","2,116","2,079","3,137","2,613","1,557","841","562","122","3","31,021","31,021","1,962","4,099","4,085","4,038","5,588","5,348","3,151","1,577","986","184","3","15,049","15,049","1,050","2,042","2,026","1,997","2,564","2,630","1,556","714","415","55","0","15,972","15,972","912","2,057","2,059","2,041","3,024","2,718","1,595","863","571","129","3","30,904","30,904","1,855","3,997","3,952","4,199","5,379","5,380","3,297","1,654","995","194","2","14,986","14,986","1,000","1,978","1,929","2,113","2,474","2,634","1,636","752","418","52","0","15,918","15,918","855","2,019","2,023","2,086","2,905","2,746","1,661","902","577","142","2","30,649","30,649","1,731","3,947","3,753","4,173","5,343","5,342","3,353","1,790","993","222","2","14,870","14,870","926","1,969","1,832","2,143","2,419","2,605","1,648","844","411","73","0","15,779","15,779","805","1,978","1,921","2,030","2,924","2,737","1,705","946","582","149","2"
"경기도 성남시 분당구 서현2동(4113559000)","18,784","18,784","1,440","2,337","2,777","2,378","3,271","3,313","1,928","829","432","74","5","9,261","9,261","746","1,222","1,475","1,198","1,448","1,636","963","395","158","17","3","9,523","9,523","694","1,115","1,302","1,180","1,823","1,677","965","434","274","57","2","18,309","18,309","1,334","2,198","2,632","2,344","3,080","3,302","2,078","799","455","87","0","9,052","9,052","696","1,153","1,381","1,198","1,395","1,604","1,051","377","176","21","0","9,257","9,257","638","1,045","1,251","1,146","1,685","1,698","1,027","422","279","66","0","17,900","17,900","1,234","2,132","2,481","2,281","2,942","3,243","2,176","841","475","94","1","8,841","8,841","643","1,107","1,323","1,157","1,358","1,557","1,079","399","195","23","0","9,059","9,059","591","1,025","1,158","1,124","1,584","1,686","1,097","442","280","71","1","17,759","17,759","1,122","2,146","2,370","2,186","2,891","3,261","2,275","926","480","100","2","8,732","8,732","565","1,128","1,263","1,101","1,326","1,560","1,135","440","191","23","0","9,027","9,027","557","1,018","1,107","1,085","1,565","1,701","1,140","486","289","77","2","17,469","17,469","1,067","2,078","2,254","2,172","2,764","3,180","2,370","988","496","98","2","8,624","8,624","547","1,104","1,200","1,101","1,310","1,495","1,169","475","199","24","0","8,845","8,845","520","974","1,054","1,071","1,454","1,685","1,201","513","297","74","2","17,273","17,273","1,014","2,026","2,146","2,225","2,660","3,115","2,406","1,083","490","107","1","8,505","8,505","534","1,068","1,122","1,111","1,255","1,485","1,178","529","198","25","0","8,768","8,768","480","958","1,024","1,114","1,405","1,630","1,228","554","292","82","1"
"경기도 성남시 분당구 이매1동(4113560000)","25,960","25,960","2,307","3,123","3,401","3,615","4,664","4,113","2,619","1,355","630","129","4","12,673","12,673","1,201","1,569","1,763","1,753","2,147","2,052","1,293","617","244","32","2","13,287","13,287","1,106","1,554","1,638","1,862","2,517","2,061","1,326","738","386","97","2","25,273","25,273","2,115","3,028","3,221","3,461","4,344","4,154","2,778","1,360","652","154","6","12,338","12,338","1,107","1,531","1,666","1,689","1,990","2,067","1,345","632","270","38","3","12,935","12,935","1,008","1,497","1,555","1,772","2,354","2,087","1,433","728","382","116","3","24,931","24,931","2,003","3,000","3,077","3,337","4,228","4,249","2,831","1,375","674","152","5","12,204","12,204","1,049","1,513","1,610","1,655","1,921","2,101","1,368","655","291","38","3","12,727","12,727","954","1,487","1,467","1,682","2,307","2,148","1,463","720","383","114","2","24,845","24,845","1,863","2,955","3,007","3,277","4,214","4,271","2,926","1,457","709","164","2","12,157","12,157","974","1,513","1,538","1,641","1,954","2,089","1,426","683","300","38","1","12,688","12,688","889","1,442","1,469","1,636","2,260","2,182","1,500","774","409","126","1","24,794","24,794","1,781","2,918","2,930","3,315","4,078","4,343","2,989","1,531","747","160","2","12,110","12,110","946","1,489","1,495","1,649","1,895","2,108","1,459","718","316","33","2","12,684","12,684","835","1,429","1,435","1,666","2,183","2,235","1,530","813","431","127","0","24,537","24,537","1,714","2,828","2,782","3,361","4,015","4,259","3,012","1,620","775","166","5","11,967","11,967","891","1,461","1,406","1,662","1,889","2,055","1,455","773","328","45","2","12,570","12,570","823","1,367","1,376","1,699","2,126","2,204","1,557","847","447","121","3"
"경기도 성남시 분당구 이매2동(4113561000)","13,759","13,759","1,029","1,853","1,800","1,356","2,405","2,404","1,623","806","407","70","6","6,747","6,747","553","994","942","606","1,064","1,195","830","389","160","13","1","7,012","7,012","476","859","858","750","1,341","1,209","793","417","247","57","5","13,280","13,280","926","1,752","1,736","1,315","2,196","2,398","1,698","778","397","83","1","6,471","6,471","472","914","902","592","966","1,176","876","375","173","24","1","6,809","6,809","454","838","834","723","1,230","1,222","822","403","224","59","0","13,207","13,207","881","1,720","1,658","1,306","2,125","2,401","1,766","832","426","89","3","6,410","6,410","446","907","819","605","933","1,188","896","395","193","26","2","6,797","6,797","435","813","839","701","1,192","1,213","870","437","233","63","1","13,146","13,146","865","1,684","1,602","1,293","2,064","2,409","1,808","892","427","99","3","6,383","6,383","453","860","806","612","903","1,195","895","432","196","30","1","6,763","6,763","412","824","796","681","1,161","1,214","913","460","231","69","2","12,998","12,998","832","1,664","1,494","1,286","2,014","2,357","1,862","940","453","94","2","6,353","6,353","426","874","760","605","903","1,149","938","455","210","32","1","6,645","6,645","406","790","734","681","1,111","1,208","924","485","243","62","1","12,796","12,796","779","1,680","1,396","1,246","1,964","2,328","1,808","1,027","470","94","4","6,270","6,270","414","873","720","585","885","1,127","906","505","220","34","1","6,526","6,526","365","807","676","661","1,079","1,201","902","522","250","60","3"
